Text_Final;Organisation;Environnement;Communication;Technique
Cette journée en HDJ était organisée dès le départ  pour préparer une intervention, alors que la question posée par mon cardiologue de ville était plus large, et concernait égaleemnt le taitement, lequel n'a pas été abordé.;1;0;0;0
d'une façon generale , l'accueil.La gentillesse et la pédagogie du médecin.;0;0;1;0
Le rendez-vous avait été avancé sans que je sois prévenu par téléphone ou mail. Je suis donc arrivé à l'heure initialement prévue.<LF>Suite au plan Vigipirate, l'accueil ne pouvait se faire à l'adresse indiquée sur le courrier. Il serait judicieux de le préciser sur le courrier. Arrivé à l'adresse indiquée sur le courrier, il a fallu que je fasse le tour de l'hôpital par l'extérieur. Sur la porte, contrairement à d'autres portes de l'hôpital, il n'y avait pas de plan indiquant le chemin à suivre. Si un tel plan avait été affiché, je n'aurais pas fait tout le tour car l'entrée de l'hôpital, rue de Chine, était plus proche.<LF>Cordialement.;1;0;0;0
En consultation très satisfaite de ma consultation en mésothérapie  seul le prochain rendez vous très lointain dans 3 mois c'est regrettable .....;1;0;0;0
sortie sans conte rendu du médecin. emprunt d'examens personnel dans mon dossier médical non rendu<LF>à mon arrivée, j'ai du remplir des fiches de menu car je suis végétarien et aucun repas n 'était adapté à mes beoins<LF>services administratifs trop éloignés des services d hospitalisation;1;0;0;0
Hospitalisation de bonne qualité, medecins très attentifs.;0;0;1;1
Tout a été satisfaisant.;0;0;0;1
LES INFIRMIERES TROP PROFESSIONNELES BRAVO;0;0;1;1
la gentillesse de certaines  infirmières dans les soins quotidiens , j'ai beaucoup apprécié de pouvoir avoir une chambre pour moi toute seule, et que l'état de la chambre soit  bien entretenu;0;0;1;0
Du temps pour avoir le médecin;0;0;1;0
les locaux ne me paraissent pas très pratiques;0;1;0;0
Le traitement orthodontique dont j'ai besoin n'est pas remboursé par la sécurité sociale et est très coûteux. Pourtant, aucun tarif ne m'a été donné avant que je demande moi-même.;1;0;0;0
Le goût du laxatif à boire avant la coloscopie.;0;1;0;0
Amabilité, gentillesse de la part de tous y compris du médecin!;0;0;1;0
L'accueil l'écoute et les explications du médecin;0;0;0;1
Je retiens le très bon accueil que j'ai eu de la part du personnel du prélévement sanguin.;0;0;1;0
La rapidité de prise en charge et le dialogue entre le personnel médical et moi-meme;1;0;0;0
L'amabilité de toutes les personnes (accueil, interne, prise de sang);0;0;1;0
J'ai trouvé difficile de se repérer dans l'hôpital, pas assez d'indication pour les services, il faudrait les écrire en gros avec des flèches dindication;0;0;1;0
Très bonne prise en charge;0;0;0;1
Rien à redire.pour  tous  les services Que ceux qui ne  sont  pas   satisfait de nos  hôpitaux français aillent voir  ailleurs.Les  mécontents  (s'il y en a) ne  sont  pas tenu de revenir. Qu'il crèvent  chez  eux <LF>on ira  pas  les  rechercher . Des C... il y en a partout;0;0;1;0
Soins<LF>competence<LF>Attentions<LF>Toujours à l'écoute;0;0;1;0
Temps d'attente;1;0;0;0
d'une convocation pour dans 2,5 semaines, mais sans demande d'entente préalable de transport, que j'ai demandé par téléphone<SEP> mais au vu du délai d'acheminement par la poste, une remise le jour même éviterait de déranger une secrétaire et une remise plus rapide à  ma CPAM.;1;0;0;0
Prise en charge efficace.;0;0;0;1
Ayant eu une très mauvaise expérience pour ma première grossesse dans un autre établissement,cette seconde grossesse dans votre hôpital a été une chance! J'ai pu bénéficier d'un suivi médical exemplaire, un personnel soignant bienveillant, disponible et encourageant, pour une grossesse très compliquée.<LF>Merci donc infiniment.;0;0;1;1
L'attention et l'empathie du médecin;0;0;0;1
Mon fils a fait une TS, il a été pris très vite en charge et lorsqu'il a convulsé ce qui est très impressionnant ils sont intervenus très vite afin de stopper la crise et de me rassurer. Par contre, je n'ai pas été prise en charge alors que la crise d'épilepsie est très impressionnante pour un parent qui n'en a jamais vu, j'ai cru que mon fils mourrait.....;0;0;1;0
des stores manquaient dans la chambre;0;1;0;0
Une très bonne écoute  de la part du neuro et à chaque visite une prise en charge sérieuse  de la maladie .;0;0;1;0
Je ne vois rien de négatif, à  part l'attente et le manque de contact au cours de cette attente (au fond d'un couloir). J'avoue que j'ai une grande nostalgie de notre précédent lieue consultation. Lieu plus approprié à  l'attente de patients qui souffrent et qui ne trouvent aucun réconfortant en ce nouveau lieu froid et sans saveur. L'attente y est plus pénible et la solitude encore plus grande. Je sentais mon médecin plus à  son aise dans son ancien lieu de travail.<LF>A part cela ... tout va bien!;1;0;0;0
De ne pas avoir la visite du neurochirurgien après l'intervention,on sort avec un compte rendu opératoire indiquent ETAT CLINIQUE STABLE pas très rassurant <LF> DOMMAGE;0;0;1;1
médecin, secrétaire du médecin et personnel du service très sympathique;0;0;1;1
Malgré un fonctionnement un peu cafouilleux, ça marche! Mais l'hôpital ne repose que sur la bonne composition de tout son personnel. Il est donc normal que cela craque de temps en temps.;0;0;1;0
Le temps d'attente trop long.;1;0;0;0
pas de séjour simple consultation;1;0;0;0
À l inscription .ne répond pas au bonjour désagréable. Je lui ai dit que j allais mettre un commentaire dur le site .elle ma répondu pas de problème.;0;0;1;0
La rapidité et l'efficacite;1;0;0;0
Rien de négatif à signaler sur mon séjour à l'hopital .;0;0;1;0
Bien sûr il y a sûrement des jours plus difficiles mais le personnel a été très agréable, patient et à l'écoute. Merci beaucoup.<LF>XX.;0;0;1;0
La gentillesse du medecin, bienveillant qui ne pousse pas à l'opération;0;0;1;0
je suis tres satisfait d'etre suivi a la salpetriére;0;0;1;0
opération en ambulatoire. personnel d'une grande amabilté, médecin très compétent.;0;0;0;1
TRES PROFESSIONNELS;0;0;0;1
je suis très satisfaite des conseils et traitements de ce service . je fais plus de 2000 km pour venir consulter une fois par an pour des contrôles;1;0;0;1
Le système de téléphone ORPHEE est nul car j'ai téléphoné et à trois reprises, on m'a envoyé sur des services qui n'étaitent pas la radiologie. <LF>J'ai demandé à l'accueil du service de me transmettre le numéro direct dU service.;1;0;0;0
Efficacité, gentillesse et covivialité;0;0;1;1
Peu d'attente entre les 2 rendez-vous. Locaux rénovés et agréables;0;1;0;0
xxxxxxx;0;0;0;1
Amabilité du personnel <LF>Rapidité de la prise en charge <LF>Efficacité en général;0;0;1;0
Tous;0;0;1;0
l'absence totale de sommeil pendant 48h ,avant et après le bloc ,alors qu'on veut et doit dormir ,suite à la chambre double avec une patiente en mauvais état certes, mais peu soucieuse des voisins, et du défilé permanent de la famille ,tout l'am ,souvent à plus de 4 autour du lit et jusqu'à 21h !C'est inadmissible quand on remonte du bloc dans cette ambiance bruyante et sans aucune intimité et qu'on souffre.Je comprends que les chambres solo soient données en priorité aux malades lourds mais je garderai un très mauvais souvenir de mon séjour sans aucun repos (soins incessants nocturnes pour la voisine et litanie ininterrompue ,en plus du défilé diurne continu).;0;1;1;0
Les délais entre les examens sont très longs et on doit relancer les administratifs pour obtenir les rendez-vous prescrits par le médecin. Ne sachant pas quel est le degré de gravité et d'urgence de la maladie qui a été diagnostiquée on s'angoisse au bout de quelques jours. N'aurait-on pas été oublié ? Quand on vient de vous annoncer que vous avez un cancer on est un peu susceptible. Les procédures devraient en tenir compte.;1;0;0;1
Bon traitement;0;0;0;1
il n'y a clairement pas assez de personnel (infirmier et aide soignant) la plupart de ces personnels sont des personnes qui font de leur mieux mais en service neurologie les patients ont besoin de temps, car s'occuper d'eux est long.;0;0;1;0
L'hôpital ne propose pas le traitement adapté à mon problème ( orthodontie non invasive);0;0;0;1
le professeur qui nous a reçu nous a très bien expliqué la maladie de notre fils;0;0;1;1
accueil chaleureux et humain personnel(du chirurgien à l'aide soignante)malgre la pression qui pese sur leurs épaules;0;0;1;0
Les qualités du médecin tant professionnelles qu humaines, son écoute en particulier;0;0;1;1
C'était juste une visite de contrôle.(chimio en 2013);1;0;0;0
J'ai trouvé dommage de ne pas pouvoir régler ma consultation.;1;0;0;0
La salle de travail petite, inconfortable et très chaude. La salle d'accouchement glacée dans laquelle j'ai été laissée 4h sans soins après la naissance. Attendre 14h pour avoir une chambre ensuire.;0;1;0;0
Longue attente à   l'accueil;1;0;0;0
Une équipe médicale très attentive et bienveillante;0;0;1;0
Pas de placard l'intubation (parole de l'enfant);0;1;1;0
L'attente de plus d'une heure, et systématique à chacun des RDV médicaux. Le manque de propreté des sièges des lieux d'attente.;1;0;0;0
L'amabilité et la souplesse du personnel;0;0;1;0
Le séjour est pour le 4 novembre;0;1;0;0
pas de séjour mais des consultations<LF>Je suis suivie dans plusieurs services : E3M - Stomatologie - Sommeil<LF>Je suis contente du suivi et des conditions de prise en charge dans les unités E3M et stomatologie - par contre, c'est l'inverse dans l'unité Bottard (sommeil);0;0;1;0
je suis trés satisfait  de vos service écoute et accueil parfait et pour tout cela je vous dit merci;0;0;1;0
mise en place d une journee nf2 plusieurs rdv sur 1 journée super pour personnes handicapees et qui habitent loin;1;0;0;0
Mon médecin traitant habituel étant retardé dans les transport c'est l'un de ses collègues présent qui a assuré la consultation à sa place et a procédé au traitement pour lequel je suis venu en consultation;0;0;1;0
gentillesse de toutes les personnes;0;0;1;0
gentillesse de tous;0;0;1;0
L ACCUEIL LE CADRE ET LE DELAI D ATTENTE FACILITE PEUT ETRE PAR LA PERIODE DU MOIS D'AOUT.L'ECOUTE ET LA DISPONIBILITE DU MEDECIN.;1;0;1;0
Suivi du traitement;0;0;1;1
Manque de disponibilité à l'accueil;0;0;1;0
Compétence et lien des services Ophtalmo et neuro. Un mieux pour la prise de rdv quand on ne termine pas après la fermeture.;1;0;1;1
Le manque de place pour ceux qui viennent en voiture;0;1;0;0
Les symptômes dont j'ai fait part n'ont pas été pris en compte et je vais devoir consulter de nouveau prochainement, car ils persistent.;0;0;0;1
Première personne à l'accueil peu agréable. La deuxième était cependant charmante.;0;0;1;0
Pas toujours facile de joindre le service pour prendre un rendez-vous;1;0;0;0
orientaion;0;0;0;1
plus de cancer;0;0;0;1
les repas (non respect du régime alimentaire, sans goût...). La négligence de certains soignants. le bruit au sein du service -très peu de temps calme-<LF>l'hygiène des chambres...;0;1;0;0
Trop de changement dans les responsables médicaux , diagnostics parfois differents Rien de trés grave cependant .;0;0;1;1
très mal reçue par le medecin neurologue !;0;0;1;1
Excellents travail et suivi chirurgicaux par les médecins et chirurgiens.<LF>Bon suivi, bon contact et bonne implication des équipes soignantes.;0;0;1;1
Mauvaise indication sur le lieu de consultation notée sur ma feuille de rendez-vous. Salle de consultation sinistre;0;1;0;0
La facilité de prise de rendez-vous, la compétence et la gentillesse du personnel médical.;0;0;1;1
Les chambres à 2 lits ont un inconvénient : 1 seul lit est près de la fenêtre, le cabinet de toilette manque d'espace, 1 seul lavabo, pas de porte-serviette pour chacun. Sanitaire vieillissant.<LF>Je préfère être dans une chambre individuelle;0;1;0;0
Il faut prévoir la sortie la veille.;1;0;0;0
tout tres bien;0;0;1;0
L'écoute, l'amabilité, la patience, la compréhension;0;0;1;0
Chambre pour deux trop.petite et pas agréable ce rideau qui sépare les deux lits;0;1;0;0
Le bon accueil et les fréquents passages du personnel soignant auprès du patient afin de s'informer de ses éventuels besoins.;0;0;1;0
L'amabilité du médecin qui m'a prise en charge alors qu'il n'était pas celui avec lequel j'avais rendez-vous. La disponibilité du personnel à l'accueil;0;0;1;0
la facilité et la rapidité depuis la prise de rendez-vous jusqu'à la sortie;1;0;0;0
suis en traitement longuer durée suite à cancer de la thyroide....par conséquent jer dois revenir dans 3 ans puis 2 ans aprés....;0;0;0;1
Médecins de très hauts niveaux, personnels compétents et à l'écoute;0;0;1;1
dans le service de néphrologie tout très bon;0;0;1;0
Beaucoup trop de démarches administratives. Je suis venu pour une coloscopie. Le jour de l'intervention, problèmes de paperasse (et être obligé de retourner chez moi) alors que 8 jours avant j'avais déposé mon dossier de pré-admission et fait la visite en vue de l'anesthésie. Après la coloscopie, j'avais  des coliques violentes et théoriquement, j'aurais du  faire la queue aux caisses pour le règlement et l'autorisation de sortie. J'ai eu l'occasion de fréquenter d'autres hôpitaux, dans tous, les formalités sont beaucoup plus légères. Ensuite, la personne qui venait me chercher n'a pas pu rentrer en voiture. Je comprends les mesures de sécurité, mais traverser l'hôpital à  pied avec de violentes coliques n'est pas agréable. Je trouve inadmissible qu'il n'y ait rien de prévu pour éviter les déplacements des gens opérés en ambulatoire et qui peuvent souffrir. L'impression que l'on ressent fortement, c'est qu'immédiatement après l'examen ou l'intervention, le malade n'a qu'a se débrouiller, ce n'est plus le problème de l'Hôpital. C'est très dommage et pas à  la hauteur des soins.;1;0;0;0
